,Name
1422,Eathel
1423,Elia
1424,Else
1425,Elzie
1426,Ethie
1427,Ethlyn
1428,Fleeta
1429,Glen
1430,Henryetta
1431,Hila
1432,Jamie
1433,Janey
1434,Jess
1435,Klara
1436,Mag
1437,Magdelena
1438,Margarete
1439,Margaretha
1440,Martie
1441,Minie
1442,Monnie
1443,Mossie
1444,Myrle
1445,Narcissa
1446,Nelda
1447,Olinda
1448,Oline
1449,Oliva
1450,Omah
1451,Ovie
1452,Parthena
1453,Paul
1454,Petronella
1455,Philena
1456,Ralph
1457,Renna
1458,Rina
1459,Rissie
1460,Robina
1461,Sarepta
1462,Signe
1463,Temple
1464,Tishia
1465,Vinie
1466,Weltha
1467,Willena
1468,Clotilde
1469,Nova
1470,Myrna
1471,Medora
1472,Valentine
1473,Elmer
1474,Eulalie
1475,Hildur
1476,Imo
1477,Joy
1478,Ragna
1479,Santos
1480,Emmy
1481,Hildegarde
1482,Octa
1483,Ama
1484,Aurilla
1485,Beula
1486,Euna
1487,Laverne
1488,Lera
1489,Macy
1490,Margrett
1491,Montie
1492,Agness
1493,Alvira
1494,Clella
1495,Cornie
1496,Dorotha
1497,Dorthy
1498,Dosia
1499,Dulcie
1500,Emaline
1501,Enid
1502,Enola
1503,Essa
1504,Genoveva
1505,Greta
1506,Ica
1507,Ilma
1508,Kay
1509,Lalla
1510,Lana
1511,Leonor
1512,Lolla
1513,Lorna
1514,Luta
1515,Malisa
1516,Mata
1517,Mella
1518,Nicy
1519,Pearley
1520,Ruey
1521,Scottie
1522,Venia
1523,Villa
1524,Virgia
1525,Alcie
1526,Anice
1527,Apolonia
1528,Appolonia
1529,Axie
1530,Belvia
1531,Carl
1532,China
1533,Chlora
1534,Cleta
1535,Cliffie
1536,Coila
1537,Dannie
1538,Eltha
1539,Ermina
1540,Evalina
1541,Felicita
1542,Filomena
1543,Floss
1544,Floyd
1545,Francies
1546,Gertude
1547,Isadore
1548,Judie
1549,Laurena
1550,Lelie
1551,Lindy
1552,Lumina
1553,Lupe
1554,Luvena
1555,Madaline
1556,Maidie
1557,Maie
1558,Mandie
1559,Margretta
1560,Mimie
1561,Minnette
1562,Murl
1563,Neoma
1564,Orra
1565,Pairlee
1566,Rene
1567,Rittie
1568,Rosabel
1569,Rosabelle
1570,Rosana
1571,Roy
1572,Tera
1573,Thalia
1574,Timmie
1575,Vernia
1576,Vivien
1577,Manuelita
1578,Ima
1579,Billie
1580,Clytie
1581,Hertha
1582,Melanie
1583,Metha
1584,Richard
1585,Sigrid
1586,Sydney
1587,Amelie
1588,Berniece
1589,Betha
1590,Florie
1591,Hilah
1592,Isla
1593,Lethia
1594,Lexie
1595,Louisiana
1596,Rubye
1597,Alwilda
1598,Angele
1599,Cattie
1600,Clemence
1601,Crissie
1602,Daphne
1603,Eloisa
1604,Emogene
1605,Georgetta
1606,Hollie
1607,Ingeborg
1608,Lear
1609,Lester
1610,Levie
1611,Lilliam
1612,Lisa
1613,Lorinda
1614,Lu
1615,Lummie
1616,Malena
1617,Maranda
1618,Marina
1619,Olla
1620,Oral
1621,Pelagia
1622,Percy
1623,Sylva
1624,Texana
1625,Tisha
1626,Tresa
1627,Wilhemina
1628,Yvonne
1629,Almyra
1630,Amey
1631,Amma
1632,Chaney
1633,Chattie
1634,Christian
1635,Cindy
1636,Corina
1637,Dola
1638,Elida
1639,Enna
1640,Eppie
1641,Ernest
1642,Everlena
1643,Gay
1644,Gaynell
1645,Genia
1646,Gustie
1647,Ivory
1648,Jule
1649,Kathrina
1650,Lalia
1651,Laure
1652,Lousia
1653,Lulah
1654,Luz
1655,Mamye
1656,Marianne
1657,Marybelle
1658,Massie
1659,Medie
1660,Mrytle
1661,Murtie
1662,Nanny
1663,Nattie
1664,Noma
1665,Olivette
1666,Onnie
1667,Oscar
1668,Ottillie
1669,Peggie
1670,Perle
1671,Pleasant
1672,Quinnie
1673,Sinnie
1674,Theckla
1675,Theressa
1676,Thula
1677,Tonie
1678,Trannie
1679,Trella
1680,Treva
1681,Unknown
1682,Versa
1683,Violette
1684,Vollie
1685,Zelphia
1686,Verlie
1687,Gunda
1688,Audra
1689,Orelia
1690,Carlota
1691,Lurline
1692,Opha
1693,Ura
1694,Alwine
1695,Carmelita
1696,Clemma
1697,Dale
1698,Hazle
1699,Marjory
1700,Nadine
1701,Nonnie
1702,Ouida
1703,Wealthy
1704,Antionette
1705,Carrye
1706,Delora
1707,Elfreda
1708,Elvera
1709,Evah
1710,Georgene
1711,Gerda
1712,Gregoria
1713,Jetta
1714,Josefina
1715,Mada
1716,Madgie
1717,Mahaley
1718,Otha
1719,Peter
1720,Rafaela
1721,Thirza
1722,Tomasa
1723,Tura
1724,Adalene
1725,Alline
1726,Anaise
1727,Anis
1728,Annye
1729,Archie
1730,Armenia
1731,Arvella
1732,Auda
1733,Brittie
1734,Christy
1735,Clorinda
1736,Concetta
1737,Delina
1738,Docie
1739,Ela
1740,Elenore
1741,Elinore
1742,Elzora
1743,Florentine
1744,Floride
1745,Forrest
1746,Hala
1747,Hilaria
1748,Howard
1749,Lara
1750,Launa
1751,Leafy
1752,Levy
1753,Luvina
1754,Malissia
1755,Mariette
1756,Martin
1757,Melda
1758,Mira
1759,Myrl
1760,Nancie
1761,Nollie
1762,Oneida
1763,Otillie
1764,Ozzie
1765,Pallie
1766,Romaine
1767,Saddie
1768,Sidonia
1769,Stasia
1770,Tacie
1771,Vara
1772,Venus
1773,Vernice
1774,Verta
1775,Vivia
1776,Willis
1777,Ebba
1778,Arlene
1779,Dellia
1780,Milda
1781,Neola
1782,Zennie
1783,Allena
1784,Alvie
1785,Azzie
1786,Bannie
1787,Beadie
1788,Cannie
1789,Carie
1790,Chrissie
1791,Cornelius
1792,Dassie
1793,Inda
1794,Josefita
1795,Lonia
1796,Lurena
1797,Lydie
1798,Lyle
1799,Rosalind
1800,Sallye
1801,Simmie
1802,Valley
1803,Vonnie
1804,Adra
1805,Antha
1806,Bah
1807,Bonita
1808,Catarina
1809,Chessie
1810,Christene
1811,Clothilde
1812,Dema
1813,Dorris
1814,Ellena
1815,Elvia
1816,Girtie
1817,Gustava
1818,Hildegard
1819,Honor
1820,Ilo
1821,Josepha
1822,Lidia
1823,Lita
1824,Ludia
1825,Luvada
1826,Nicie
1827,Olar
1828,Rosebud
1829,Saphronia
1830,Thressa
1831,Van
1832,Vela
1833,Velva
1834,Vita
1835,Adel
1836,Adriana
1837,Alease
1838,Alga
1839,Annah
1840,Arena
1841,Arilla
1842,Arla
1843,Augustina
1844,Austa
1845,Bamma
1846,Bernardine
1847,Beuna
1848,Birda
1849,Birdia
1850,Carmel
1851,Cecille
1852,Charlene
1853,Chloa
1854,Cleda
1855,Clementina
1856,Clotilda
1857,Corrinne
1858,Dallie
1859,Dawn
1860,Dela
1861,Domitila
1862,Doretta
1863,Echo
1864,Edie
1865,Elba
1866,Emer
1867,Emmeline
1868,Erin
1869,Etelka
1870,Evelyne
1871,Ever
1872,Evia
1873,Florene
1874,Georgette
1875,Hazelle
1876,Hedvig
1877,Hermena
1878,Inger
1879,Jeane
1880,Jim
1881,Joanne
1882,Julius
1883,Lacey
1884,Lanora
1885,Leathie
1886,Ledia
1887,Lova
1888,Lovella
1889,Loyola
1890,Luanna
1891,Lulla
1892,Magda
1893,Margarite
1894,Margueritte
1895,Mariana
1896,Marta
1897,Maryetta
1898,Maybel
1899,Melvia
1900,Missouria
1901,Neely
1902,Oleta
1903,Otillia
1904,Ozie
1905,Pantha
1906,Parrie
1907,Patti
1908,Paulita
1909,Petronila
1910,Rebeca
1911,Reine
1912,Rilda
1913,Rosita
1914,Saloma
1915,Sam
1916,Thecla
1917,Varina
1918,Virda
1919,Virgil
1920,Woodie
1921,Wren
1922,Zeta
1923,Zilphia
1924,Zonie
1925,Garnett
1926,Cressie
1927,Erla
1928,Marvel
1929,Noemie
1930,Elgie
